,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
0,826691.0,Suite 7 - Suites Condesa Mexico,4326326,Rodrigo,Unknown,CuauhtÃ©moc,19.40915,-99.17321,Entire home/apt,850.0,180.0,18.0,11/05/2019,0.17,6.0,325.0,0.0
1,35797.0,Villa Dante,153786,Dici,Unknown,Cuajimalpa de Morelos,19.38283,-99.27178,Entire home/apt,4056.0,1.0,0.0,No_reviews,0.0,1.0,363.0,0.0
3,826760.0,Suite 12 - Suites Condesa Mexico,4326326,Rodrigo,Unknown,CuauhtÃ©moc,19.40915,-99.17321,Entire home/apt,971.0,4.0,17.0,15/03/2020,0.15,6.0,203.0,0.0
4,44616.0,CONDESA HAUS  B&B,196253,Condesa Haus Bed & Breakfast  CDMX,Unknown,CuauhtÃ©moc,19.41162,-99.17794,Entire home/apt,18000.0,1.0,56.0,05/06/2022,0.43,11.0,347.0,7.0
5,828714.0,Apartment with Internet & 2 cable TV's,4344353,Miriam,Unknown,CoyoacÃ¡n,19.34183,-99.15533,Entire home/apt,608.0,1.0,25.0,21/05/2018,0.36,1.0,140.0,0.0
11,56074.0,Great space in historical San Rafael,265650,Maris,Unknown,CuauhtÃ©moc,19.43977,-99.15605,Entire home/apt,650.0,2.0,72.0,19/06/2022,0.53,2.0,344.0,14.0
13,2056622.0,CÃ³modo y espacioso loft en CoyoacÃ¡n,10531228,Maria,Unknown,CoyoacÃ¡n,19.35585,-99.16315,Entire home/apt,1602.0,2.0,13.0,03/09/2019,0.19,3.0,290.0,0.0
16,58955.0,Entire beautiful duplex in la Roma,282620,Laura,Unknown,CuauhtÃ©moc,19.42113,-99.15955,Entire home/apt,2019.0,7.0,45.0,06/01/2022,0.35,1.0,351.0,3.0
20,868986.0,Business Suite BLUE near Reforma Av,3850198,Unknown,Unknown,CuauhtÃ©moc,19.4306,-99.17074,Entire home/apt,1010.0,2.0,19.0,11/03/2022,0.17,10.0,362.0,1.0
22,2072354.0,Coyoacan Historic Studio Apartment,16840050,MÃ³nica,Unknown,CoyoacÃ¡n,19.35358,-99.16948,Entire home/apt,900.0,3.0,60.0,09/11/2019,0.58,2.0,320.0,0.0
23,883511.0,Cozy House with Roofterrace group 29 pax Center DF,3777702,Abraham,Unknown,CuauhtÃ©moc,19.44207,-99.14797,Entire home/apt,2827.0,1.0,209.0,06/06/2022,1.83,6.0,249.0,27.0
24,2075738.0,Amazing apartment Mexico City!!!,2339771,Rodrigo,Unknown,CuauhtÃ©moc,19.41909,-99.16043,Entire home/apt,2827.0,2.0,65.0,23/05/2022,0.64,1.0,299.0,17.0
25,67703.0,"2 bedroom apt. deco bldg, Condesa",334451,Nicholas,Unknown,CuauhtÃ©moc,19.41152,-99.16857,Entire home/apt,1918.0,4.0,42.0,19/05/2022,0.33,2.0,325.0,3.0
26,898633.0,"1 bedroom apt BEST location, BALCONY, ROOFTOP 50Mb",4796027,Marco,Unknown,CuauhtÃ©moc,19.42063,-99.16586,Entire home/apt,1817.0,2.0,51.0,24/12/2021,0.45,2.0,350.0,2.0
27,70644.0,Beautiful light Studio Coyoacan- full equipped !,212109,Trisha,Unknown,CoyoacÃ¡n,19.35448,-99.16217,Entire home/apt,1197.0,7.0,112.0,20/06/2022,0.89,3.0,153.0,8.0
28,107078.0,NEW  DESIGNER LOFT,540705,Andrea,Unknown,Miguel Hidalgo,19.43211,-99.19327,Entire home/apt,3796.0,4.0,10.0,05/10/2019,0.14,3.0,208.0,0.0
30,913084.0,15 blocks from Paseo de la Reforma,4647293,Martina,Unknown,Miguel Hidalgo,19.43956,-99.17263,Entire home/apt,2057.0,2.0,139.0,13/06/2022,1.25,2.0,180.0,27.0
31,165772.0,BEST 4BR 4 BH HOUSE IN S. MIGUEL CHAPULTEPEC,790208,Maria Jose,Unknown,Miguel Hidalgo,19.40826,-99.18659,Entire home/apt,3837.0,2.0,278.0,30/05/2022,2.09,6.0,231.0,8.0
32,2083241.0,Condesa Apartment in 1920s Landmarked Art Nouveau Mansion,8282570,Thomas,Unknown,CuauhtÃ©moc,19.4153,-99.16763,Entire home/apt,1600.0,3.0,246.0,04/06/2022,2.62,3.0,140.0,41.0
33,939721.0,Radiant Apartment with Terrace in Roma Norte,4821807,Alex,Unknown,CuauhtÃ©moc,19.42288,-99.15488,Entire home/apt,1572.0,3.0,458.0,06/06/2022,4.09,4.0,171.0,49.0
35,997247.0,NEW! HISTORIC BUILDING -BEST STREET,5479592,Lorenzo,Unknown,CuauhtÃ©moc,19.41434,-99.15857,Entire home/apt,1921.0,2.0,394.0,30/05/2022,3.56,1.0,327.0,34.0
36,2084093.0,5 min from CDMXÂ´s airport,10644799,Benito,Unknown,Venustiano Carranza,19.43949,-99.08769,Entire home/apt,446.0,1.0,562.0,28/05/2022,5.92,6.0,354.0,24.0
40,180808.0,"Huge Luxurious Suite 70's style, perfectly located",36836,Roberto,Unknown,CuauhtÃ©moc,19.4239,-99.1689,Entire home/apt,1503.0,3.0,38.0,02/04/2022,0.31,1.0,323.0,1.0
41,187030.0,Spacious apt with the best rooftop in Condesa,899360,Julian,Unknown,CuauhtÃ©moc,19.41057,-99.1773,Entire home/apt,2142.0,14.0,98.0,28/05/2022,0.76,6.0,171.0,1.0
42,187745.0,Extraordinarily Spacious Apt. in Condesa,899360,Julian,Unknown,CuauhtÃ©moc,19.41057,-99.1773,Entire home/apt,1817.0,2.0,24.0,03/01/2018,0.23,6.0,171.0,0.0
43,1011428.0,PLAZA DEL ARCÃNGEL EN SAN ÃNGEL,5307709,Rosa MarÃ­a,Unknown,Ãlvaro ObregÃ³n,19.34406,-99.19413,Entire home/apt,7099.0,7.0,17.0,02/01/2022,0.15,1.0,240.0,2.0
44,194937.0,Sunny & Fresh Apt. with best rooftop in Condesa,899360,Julian,Unknown,CuauhtÃ©moc,19.41057,-99.1773,Entire home/apt,2200.0,14.0,64.0,29/10/2019,0.5,6.0,179.0,0.0
45,2094427.0,Polanco Concept Studio Loft...,3675629,Patricia (PÃ¢tÃ©),Unknown,Miguel Hidalgo,19.43573,-99.18955,Entire home/apt,1486.0,3.0,74.0,31/05/2022,0.78,6.0,290.0,11.0
46,2112138.0,COYOACAN NICE â¥ FLAT !!,16840050,MÃ³nica,Unknown,CoyoacÃ¡n,19.35284,-99.1695,Entire home/apt,900.0,3.0,37.0,19/12/2019,0.36,2.0,339.0,0.0
48,1022380.0,Feel the Magic of Mexico City from this Duplex Loft,3285196,Juan Carlos,Unknown,CuauhtÃ©moc,19.43271,-99.13857,Entire home/apt,1253.0,1.0,319.0,16/06/2022,2.85,7.0,302.0,35.0
49,2117709.0,Nice and luminous apartment in Coyoacan,4079778,Rosa Maria,Unknown,CoyoacÃ¡n,19.34219,-99.15952,Entire home/apt,750.0,3.0,9.0,03/11/2021,0.09,3.0,365.0,1.0
50,204887.0,"Traditional neighborhood: EscandÃ³n, Condesa & Roma",998053,MaryJo,Unknown,CuauhtÃ©moc,19.4059,-99.17548,Entire home/apt,1200.0,3.0,27.0,13/11/2021,0.22,1.0,356.0,1.0
52,217685.0,"Condesa, one of the best zones.",184410,Veronica,Unknown,CuauhtÃ©moc,19.40491,-99.17177,Entire home/apt,808.0,7.0,26.0,20/04/2022,0.29,1.0,222.0,16.0
53,2118573.0,Walk to WTC from a Family Apartment in a Trendy Neighborhood,10802698,Hector,Unknown,Benito JuÃ¡rez,19.38777,-99.17532,Entire home/apt,1846.0,2.0,191.0,13/06/2022,1.87,3.0,83.0,25.0
57,2130176.0,Charming Apt in the best location,1326107,Jacqueline,Unknown,CuauhtÃ©moc,19.41416,-99.1568,Entire home/apt,1050.0,5.0,36.0,27/04/2019,0.36,4.0,345.0,0.0
58,245507.0,"Best location in town, Reforma Ave area.",1288063,Francisco,Unknown,CuauhtÃ©moc,19.4236,-99.16979,Entire home/apt,1385.0,1.0,297.0,05/06/2022,2.28,2.0,364.0,23.0
59,247543.0,"Independent studio, top location",1297488,Petra,Unknown,CuauhtÃ©moc,19.43516,-99.13806,Entire home/apt,606.0,3.0,82.0,17/06/2022,0.64,5.0,337.0,2.0
62,1130658.0,"Comfort, convenience & security, all in one place",6203086,Jose,Unknown,Benito JuÃ¡rez,19.36809,-99.17821,Entire home/apt,890.0,2.0,26.0,04/01/2022,0.25,4.0,324.0,7.0
63,2171338.0,PASEO DE LA REFORMA+GYM+POOL,110218260,Elizabeth,Unknown,CuauhtÃ©moc,19.43339,-99.15467,Entire home/apt,1318.0,2.0,343.0,06/06/2022,3.34,1.0,335.0,47.0
65,256555.0,GREAT HOUSE IN S MIGUEL CHAPULTEPEC,790208,Maria Jose,Unknown,Miguel Hidalgo,19.40663,-99.18653,Entire home/apt,3352.0,2.0,301.0,04/06/2022,2.35,6.0,231.0,30.0
66,1164876.0,Beautiful designer artists home..,212109,Trisha,Unknown,CoyoacÃ¡n,19.35164,-99.15289,Entire home/apt,4947.0,10.0,6.0,30/12/2017,0.06,3.0,4.0,0.0
67,2178349.0,lovely apartment in the heart of CDMX,906106,Francisco Y Miya,Unknown,CuauhtÃ©moc,19.42914772,-99.15665436,Entire home/apt,903.0,3.0,6.0,02/01/2019,0.06,1.0,330.0,0.0
69,276504.0,High End Condo with golf package,1444589,Michael,Unknown,Iztacalco,19.38061,-99.12729,Entire home/apt,2019.0,7.0,0.0,No_reviews,0.0,1.0,0.0,0.0
72,2182375.0,Bright and beautiful apt Narvarte,1979548,Oscar,Unknown,Benito JuÃ¡rez,19.38212,-99.15361,Entire home/apt,1582.0,3.0,40.0,31/12/2019,0.47,2.0,363.0,0.0
73,1187817.0,Suite 1 - Suites Condesa Mexico,4326326,Rodrigo,Unknown,CuauhtÃ©moc,19.40915,-99.17321,Entire home/apt,900.0,120.0,50.0,24/11/2018,0.45,6.0,364.0,0.0
75,287940.0,Furnished lovely cozy studio,1497087,Penelope,Unknown,CuauhtÃ©moc,19.41241,-99.1753,Entire home/apt,606.0,1.0,357.0,05/06/2022,3.31,9.0,274.0,44.0
76,1226234.0,Cosy apartment in Polanco near park,6688806,Anne,Unknown,Miguel Hidalgo,19.42948,-99.19179,Entire home/apt,2554.0,7.0,23.0,03/01/2022,0.27,1.0,61.0,2.0
78,2228415.0,Contemporary House with Jacuzzi in San Angel,2518152,Martha Y Pancho,Unknown,Ãlvaro ObregÃ³n,19.34948,-99.19381,Entire home/apt,5000.0,15.0,4.0,21/11/2021,0.05,7.0,332.0,1.0
79,1283294.0,â¡ 50%Off 150 mbps Reforma Gym Front US Embassy,5755202,Andres,Unknown,CuauhtÃ©moc,19.42801,-99.16467,Entire home/apt,3635.0,1.0,136.0,15/05/2022,1.32,44.0,61.0,12.0
80,2238309.0,"Condesa Moderno Loft, alberca, gym y excelente internet...  Ideal Ejecutivos",7165956,Elena,Unknown,CuauhtÃ©moc,19.41689,-99.17792,Entire home/apt,1850.0,28.0,248.0,30/04/2022,2.58,2.0,306.0,5.0
81,323030.0,Comfy in the Middle of La Condesa,970609,Morgana & Omar,Unknown,CuauhtÃ©moc,19.41368,-99.17907,Entire home/apt,808.0,2.0,189.0,02/06/2022,1.52,1.0,233.0,10.0
82,1286695.0,"Comfortable, beautiful and convenient pied Ã  terre",6998716,Maria,Unknown,Miguel Hidalgo,19.43514,-99.18361,Entire home/apt,974.0,4.0,26.0,12/06/2022,0.37,1.0,338.0,5.0
83,324769.0,2Room new apartment in modern complex,1661848,David,Unknown,Miguel Hidalgo,19.45906,-99.19071,Entire home/apt,608.0,5.0,42.0,02/04/2022,0.38,1.0,362.0,6.0
85,1288566.0,Luxury Loft-Style Apartment in Vibrant Polanco Neighborhood,540705,Andrea,Unknown,Miguel Hidalgo,19.43179,-99.19426,Entire home/apt,3413.0,4.0,72.0,05/04/2022,0.94,3.0,208.0,28.0
86,2289797.0,Feel like in your own apartment,10211713,Karla,Unknown,CuauhtÃ©moc,19.42054,-99.17074,Entire home/apt,1000.0,8.0,289.0,27/04/2022,2.83,1.0,251.0,6.0
90,2297044.0,Luxury apartments in Roma/Condesa,8618270,Benjamin And Martha,Unknown,CuauhtÃ©moc,19.41767,-99.16652,Entire home/apt,2500.0,3.0,8.0,10/11/2021,0.08,4.0,365.0,2.0
91,1323378.0,Apt in perfect location WTC/Condesa Â¡Welcome!,1989370,Oscar,Unknown,Benito JuÃ¡rez,19.39084,-99.16981,Entire home/apt,1100.0,3.0,17.0,17/06/2022,0.16,1.0,257.0,8.0
93,2307983.0,BRIGHT & MODERN TWO LEVEL PENTHOUSE,3887359,Sergio,Unknown,CuauhtÃ©moc,19.42589,-99.16634,Entire home/apt,1608.0,2.0,262.0,18/06/2022,2.6,1.0,137.0,29.0
94,326475.0,Contemporary chic: Roma norte-Best location,1670032,Maria Isabel,Unknown,CuauhtÃ©moc,19.41444,-99.15734,Entire home/apt,1400.0,3.0,111.0,14/05/2022,1.27,2.0,50.0,8.0
97,2315918.0,Luxury Studios in Roma/Condesa,8618270,Benjamin And Martha,Unknown,CuauhtÃ©moc,19.418,-99.16532,Entire home/apt,2250.0,3.0,7.0,01/07/2021,0.07,4.0,365.0,1.0
102,331788.0,"CONDESA COZY, COMFORTABLE APARTMENT",1691633,Sandro & Ines,Unknown,CuauhtÃ©moc,19.41975,-99.17341,Entire home/apt,1555.0,3.0,337.0,07/03/2020,2.69,1.0,266.0,0.0
108,1378164.0,PrÃ­vate apartment next to public transport,2492211,Daniel,Unknown,Benito JuÃ¡rez,19.39829,-99.13817,Entire home/apt,420.0,20.0,38.0,02/04/2022,0.82,1.0,160.0,3.0
109,362583.0,Modern 2 Bedroom Apt. Near Reforma,1832239,Maria  & Jennifer,Unknown,CuauhtÃ©moc,19.43165,-99.17132,Entire home/apt,1615.0,2.0,33.0,17/04/2022,0.29,1.0,356.0,14.0
111,370092.0,Condesa Roma WTC Loft,618769,Ricardo,Unknown,CuauhtÃ©moc,19.40213,-99.16924,Entire home/apt,560.0,1.0,376.0,05/06/2022,3.02,2.0,141.0,47.0
112,2401724.0,Excellent location renovated Apt. Roma/Condesa 1,7729316,Yaniv,Unknown,CuauhtÃ©moc,19.4171,-99.1725,Entire home/apt,1234.0,1.0,178.0,06/06/2022,3.02,4.0,154.0,73.0
113,1392308.0,"CITY CENTER 2BR,  SECURE, City Tours, Lap Pool 416",2872228,Bruce,Unknown,CuauhtÃ©moc,19.43432,-99.14581,Entire home/apt,1272.0,3.0,55.0,16/03/2020,0.52,10.0,229.0,0.0
118,2419999.0,Best Location - HISTORIC CENTER REFORMA SECURE 105,2872228,Bruce,Unknown,CuauhtÃ©moc,19.43432,-99.14581,Entire home/apt,724.0,3.0,11.0,17/02/2020,0.11,10.0,234.0,0.0
120,2424204.0,Colonial Suite,12389380,Olivia,Unknown,CuauhtÃ©moc,19.43794,-99.13644,Entire home/apt,1999.0,3.0,24.0,14/11/2019,0.24,7.0,344.0,0.0
122,1404363.0,SPOTLESS beautiful sunny loft in Del Valle,5341352,Maria Giselle,Unknown,Benito JuÃ¡rez,19.38015,-99.17402,Entire home/apt,980.0,4.0,130.0,16/05/2022,1.21,1.0,113.0,16.0
123,395446.0,Cool apartment with  the Best Roof Top in Condesa,899360,Julian,Unknown,CuauhtÃ©moc,19.41068,-99.17732,Entire home/apt,2981.0,14.0,19.0,31/05/2022,0.16,6.0,0.0,7.0
125,2436156.0,Best Views in the heart of Condesa,11926583,Gumaro,Unknown,CuauhtÃ©moc,19.4098,-99.17851,Entire home/apt,1615.0,4.0,70.0,11/01/2021,0.7,2.0,0.0,0.0
126,2444573.0,"Cozy green apartment near CoyoacÃ¡n center, CDMX",12497740,Joaquin,Unknown,Benito JuÃ¡rez,19.36229,-99.17355,Entire home/apt,1115.0,20.0,11.0,27/03/2020,0.18,1.0,358.0,0.0
127,1411454.0,Modern Suite in Roma Mansion,7609684,Juan Carlos,Unknown,CuauhtÃ©moc,19.41701,-99.1658,Entire home/apt,1600.0,3.0,293.0,09/06/2022,2.73,3.0,144.0,33.0
128,2447795.0,* Zen Loft *,8324471,Maria,Unknown,Miguel Hidalgo,19.41245,-99.18961,Entire home/apt,1623.0,2.0,36.0,01/06/2022,0.36,1.0,364.0,2.0
130,454693.0,"Condesa, ideal for tourism or remote work",1601561,Sylvia Eugenia,Unknown,CuauhtÃ©moc,19.40836,-99.1733,Entire home/apt,1514.0,3.0,240.0,05/06/2022,1.99,1.0,224.0,16.0
132,2484037.0,Loft in the fun part of Condesa,9852611,Rebeca,Unknown,CuauhtÃ©moc,19.41059,-99.17501,Entire home/apt,1212.0,2.0,141.0,28/05/2022,1.4,2.0,352.0,8.0
133,1441365.0,Fancy Furnished Apartment & Great Location,7738527,Viridiana,Unknown,CuauhtÃ©moc,19.42029,-99.17323,Entire home/apt,1514.0,4.0,93.0,09/05/2022,0.9,2.0,337.0,12.0
134,2488193.0,Casa El Santo,12389380,Olivia,Unknown,CuauhtÃ©moc,19.43815,-99.13644,Entire home/apt,1393.0,3.0,38.0,15/11/2020,0.38,7.0,344.0,0.0
137,1441434.0,For Foreign business guest+WiFi+Spa+Pool+Jacuzzi+,7740056,Mireya Cristina,Unknown,CuauhtÃ©moc,19.427969,-99.161293,Entire home/apt,1636.0,5.0,206.0,17/04/2022,1.91,2.0,170.0,1.0
139,1462549.0,Charming loft near Reforma Ave.,7838265,Ernesto,Unknown,Miguel Hidalgo,19.42833,-99.17634,Entire home/apt,1100.0,5.0,75.0,30/05/2022,0.7,11.0,30.0,9.0
141,458808.0,Departamento  Roma Norte- Sanitizado,2281290,Suites,Unknown,CuauhtÃ©moc,19.42675,-99.1613,Entire home/apt,721.0,1.0,61.0,28/05/2022,0.75,46.0,356.0,28.0
144,1483498.0,"Location: Cozy, Peaceful & Sunny 2bedrms 1.5baths",7936694,Luz,Unknown,CuauhtÃ©moc,19.4144,-99.17742,Entire home/apt,1062.0,2.0,203.0,13/05/2022,1.9,1.0,152.0,13.0
145,486913.0,Spacious 60Â´s / San Rafael-Reforma check in 24hrs,2409917,DarÃ­o,Unknown,CuauhtÃ©moc,19.43898,-99.16142,Entire home/apt,749.0,1.0,28.0,11/06/2022,0.23,3.0,297.0,5.0
148,2537481.0,Beautiful Hideaway in Historic Building Across from the Park,12992813,Roberto,Unknown,CuauhtÃ©moc,19.42018,-99.15945,Entire home/apt,2807.0,2.0,286.0,02/06/2022,3.07,2.0,347.0,37.0
149,1555819.0,New Suite in Vintage Home in Roma/Condesa,8282570,Thomas,Unknown,CuauhtÃ©moc,19.41709,-99.16603,Entire home/apt,1629.0,3.0,288.0,30/05/2022,2.69,3.0,138.0,34.0
150,2537521.0,Comfortable and luminous Apt with Balcony n 100Mb,4796027,Marco,Unknown,CuauhtÃ©moc,19.4218,-99.16474,Entire home/apt,2527.0,2.0,168.0,04/06/2022,1.78,2.0,355.0,2.0
151,499553.0,"Deluxe 4-BR penthouse, views, historic center",1297488,Petra,Unknown,CuauhtÃ©moc,19.43621,-99.13874,Entire home/apt,3776.0,3.0,23.0,08/12/2019,0.19,5.0,248.0,0.0
153,499676.0,"Fabulous 3BR penthouse, Views, Historic Center",1297488,Petra,Unknown,CuauhtÃ©moc,19.43651,-99.13905,Entire home/apt,6058.0,3.0,2.0,14/12/2014,0.02,5.0,275.0,0.0
154,1627630.0,Recline on the Terrace of this 1920s Art Nouveau Mansion,8282570,Thomas,Unknown,CuauhtÃ©moc,19.41501,-99.16565,Entire home/apt,1650.0,3.0,274.0,09/06/2022,2.58,3.0,119.0,38.0
155,501037.0,The best cheap flat in La Condesa!!,1364145,Humberto,Unknown,CuauhtÃ©moc,19.41578,-99.17425,Entire home/apt,1200.0,5.0,84.0,01/06/2022,0.7,2.0,97.0,25.0
156,2540221.0,Amplio espacio con 2 habitaciones.,13007874,Eduardo,Unknown,CoyoacÃ¡n,19.34347,-99.16108,Entire home/apt,1176.0,3.0,29.0,26/02/2022,0.32,1.0,358.0,2.0
157,1635595.0,Stylish home in the heart of Mexico City,8686853,Marina,Unknown,CuauhtÃ©moc,19.43149,-99.165543,Entire home/apt,2163.0,1.0,7.0,07/06/2022,1.15,1.0,99.0,7.0
160,2547576.0,1BR Studio in the heart of Coyoacan,7520833,Carlos Miguel,Unknown,CoyoacÃ¡n,19.34706,-99.16568,Entire home/apt,650.0,3.0,55.0,21/05/2022,0.55,2.0,306.0,15.0
162,1662282.0,Roma Norte apt. sleeps 2 (-4),4378849,Gregor,Unknown,CuauhtÃ©moc,19.4154,-99.15701,Entire home/apt,1212.0,10.0,51.0,05/08/2021,0.48,1.0,295.0,1.0
164,2601933.0,Luxury Apartments in Roma/Condesa,8618270,Benjamin And Martha,Unknown,CuauhtÃ©moc,19.41728,-99.16635,Entire home/apt,2500.0,3.0,5.0,05/11/2021,0.06,4.0,365.0,2.0
165,1676923.0,Two Floor apartment in Porfirian Town House,18979393,Eva,Unknown,CuauhtÃ©moc,19.41919,-99.15894,Entire home/apt,1918.0,2.0,264.0,19/06/2022,2.55,1.0,263.0,53.0
167,1689161.0,"Cozy apartment in Condesa, Mexico",8879557,Ana & Javier,Unknown,CuauhtÃ©moc,19.41147,-99.17284,Entire home/apt,1053.0,2.0,116.0,02/06/2022,1.11,1.0,199.0,14.0
169,525618.0,Beautiful Colonia Roma apartment,2566629,Alejandra & Billy,Unknown,CuauhtÃ©moc,19.41588,-99.15981,Entire home/apt,2308.0,360.0,26.0,10/09/2018,0.22,1.0,264.0,0.0
171,527473.0,Roma Condesa Espectacular Home,158585,Fernando,Unknown,CuauhtÃ©moc,19.41887,-99.17333,Entire home/apt,3903.0,2.0,252.0,14/06/2022,2.1,1.0,216.0,52.0
176,1768385.0,Amazing location /  Behind Hilton Hotel,1004821,Angela,Unknown,CuauhtÃ©moc,19.43432,-99.14581,Entire home/apt,1018.0,2.0,291.0,16/06/2022,2.83,5.0,112.0,71.0
177,2715327.0,DOWNTOWN KING!!!,13894824,Marcye,Unknown,CuauhtÃ©moc,19.43341,-99.15124,Entire home/apt,683.0,3.0,32.0,20/12/2021,0.32,5.0,353.0,5.0
179,1797749.0,40's Apartment downtown Mexico City,1498570,Manuel,Unknown,CuauhtÃ©moc,19.41143,-99.16533,Entire home/apt,1559.0,2.0,94.0,20/06/2022,0.91,1.0,339.0,25.0
183,1798108.0,Near park Mexico. Brilliant and renovated flat!,1595855,Yahir,Unknown,CuauhtÃ©moc,19.41638,-99.16868,Entire home/apt,1171.0,180.0,8.0,09/05/2021,0.08,1.0,365.0,0.0
184,1826212.0,nice apartment in colonia del Valle,9556116,Raquel,Unknown,Benito JuÃ¡rez,19.38089,-99.17245,Entire home/apt,1000.0,5.0,91.0,19/11/2021,0.88,1.0,319.0,2.0
185,2729571.0,Great apartment Mexico city center,13969223,Lupita,Unknown,CuauhtÃ©moc,19.44551,-99.15605,Entire home/apt,990.0,3.0,66.0,19/02/2020,0.71,1.0,178.0,0.0
186,583039.0,"historic center, balcony overlooking the city 12D",2872228,Bruce,Unknown,CuauhtÃ©moc,19.43374,-99.14616,Entire home/apt,1341.0,2.0,62.0,05/06/2022,0.53,10.0,210.0,9.0
187,1850394.0,Beauty PH 2bed ROOF GARDEN,9664207,Francisco,Unknown,CuauhtÃ©moc,19.43122,-99.15562,Entire home/apt,1760.0,1.0,263.0,06/06/2022,2.54,2.0,221.0,14.0
189,609012.0,Beautiful appartement on Reforma,2944126,Dacio,Unknown,CuauhtÃ©moc,19.43221,-99.15708,Entire home/apt,1514.0,4.0,24.0,30/03/2020,0.2,1.0,326.0,0.0
192,1869809.0,Luminoso departamento muy bien ubicado y tranquilo,8793173,Mercedes,Unknown,Benito JuÃ¡rez,19.36823,-99.18607,Entire home/apt,700.0,10.0,3.0,30/04/2022,0.24,1.0,127.0,2.0
193,2784853.0,â¡50% Off Dtown Terrace & Kitchen Speed Up 100 MBPS,5755202,Andres,Unknown,Venustiano Carranza,19.41833,-99.11802,Entire home/apt,1318.0,3.0,115.0,29/01/2022,1.29,44.0,80.0,7.0
194,609594.0,House in Xochimilco,2223274,Luis,Unknown,Xochimilco,19.26541,-99.11365,Entire home/apt,608.0,21.0,12.0,06/10/2020,0.14,1.0,325.0,0.0
195,1877286.0,50% Off 150 Mbps Exclusive Suite step Condesa Roma,5755202,Andres,Unknown,CuauhtÃ©moc,19.42804,-99.16463,Entire home/apt,3923.0,1.0,104.0,01/06/2022,1.02,44.0,85.0,11.0
196,610914.0,"Stylish 2BR penthouse, views, in Historic Center",1297488,Petra,Unknown,CuauhtÃ©moc,19.43427,-99.13832,Entire home/apt,4644.0,3.0,1.0,12/10/2015,0.01,5.0,275.0,0.0
199,2794006.0,"1 BR, queen size bed, security 24h, fast internet",14291448,Miguel,Unknown,Benito JuÃ¡rez,19.37892,-99.1889,Entire home/apt,700.0,3.0,30.0,18/04/2022,0.55,1.0,136.0,6.0
200,611337.0,"Magnificent 2-BR apartment, views",1297488,Petra,Unknown,CuauhtÃ©moc,19.43423,-99.13718,Entire home/apt,5654.0,3.0,4.0,24/12/2016,0.05,5.0,264.0,0.0
202,613181.0,90m2 / Mexico City's Hist. downtown,3040937,Jano,Unknown,CuauhtÃ©moc,19.43826,-99.1366,Entire home/apt,1362.0,3.0,179.0,18/06/2022,1.49,1.0,358.0,9.0
203,1919438.0,Great 1920's Brownstone La JuÃ¡rez,3494399,Rodrigo,Unknown,CuauhtÃ©moc,19.42048,-99.15678,Entire home/apt,2106.0,2.0,219.0,08/06/2022,2.1,1.0,351.0,25.0
205,2831712.0,Luxury Studios in Roma/Condesa,8618270,Benjamin And Martha,Unknown,CuauhtÃ©moc,19.41856,-99.16593,Entire home/apt,2250.0,3.0,9.0,05/11/2021,0.09,4.0,365.0,3.0
207,2836677.0,Bello Departamento Parques Polanco,14510906,Ernesto,Unknown,Miguel Hidalgo,19.44181,-99.18803,Entire home/apt,1420.0,3.0,18.0,14/12/2019,0.18,1.0,363.0,0.0
208,628081.0,"Sunny comfy flat,with terrace. Great location!",2991302,Laura,Unknown,CuauhtÃ©moc,19.41936,-99.17281,Entire home/apt,2123.0,3.0,259.0,11/06/2022,2.23,2.0,301.0,20.0
210,642797.0,"Big Penthouse, Unmatched View. Great Location.",3151538,Leon,Unknown,Miguel Hidalgo,19.41499,-99.18215,Entire home/apt,6038.0,5.0,93.0,07/05/2022,0.81,3.0,266.0,3.0
216,1988412.0,Full appartment in Narvarte,10128524,Jochi,Unknown,Benito JuÃ¡rez,19.38672,-99.15554,Entire home/apt,710.0,5.0,23.0,18/07/2018,0.22,1.0,337.0,0.0
219,1999474.0,Big sunny flat Plaza Rio de Janeiro,10300365,Claire,Unknown,CuauhtÃ©moc,19.42064,-99.16134,Entire home/apt,2019.0,4.0,56.0,13/03/2022,0.54,1.0,235.0,1.0
221,691019.0,Modern Complex in Historic Districtâ­ï¸,3531879,Gonzalo & Sandra,Unknown,CuauhtÃ©moc,19.43048,-99.14461,Entire home/apt,1292.0,21.0,260.0,15/05/2022,2.2,3.0,213.0,8.0
222,2007564.0,Lovely Bright Studio in Perfect Location!,9155234,Tania,Unknown,Miguel Hidalgo,19.40137,-99.17173,Entire home/apt,707.0,3.0,88.0,30/11/2020,0.85,1.0,208.0,0.0
223,2894095.0,50% off! Two room suite in Santa Fe,14791549,Juan Pablo,Unknown,Cuajimalpa de Morelos,19.36045,-99.27996,Entire home/apt,305.0,3.0,93.0,31/05/2022,0.98,3.0,51.0,3.0
225,2908957.0,Departamento Superior Roma/ Norte- Sanitized,2281290,Suites,Unknown,CuauhtÃ©moc,19.42536,-99.16043,Entire home/apt,727.0,1.0,36.0,26/01/2022,0.37,46.0,355.0,2.0
