,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
2,52390579.0,"Casa en privada con  vigilancia, estacionamiento.",424060909,Maria Carmen Marta,Unknown,Cuajimalpa de Morelos,19.395126,-99.277374,Private room,752.0,1.0,0.0,No_reviews,0.0,1.0,365.0,0.0
6,15511977.0,La casa de Abraham,93364273,Abraham,Unknown,Miguel Hidalgo,19.41095,-99.24418,Private room,800.0,1.0,1.0,19/03/2018,0.02,1.0,179.0,0.0
7,34776449.0,â The attic â Panoramic garden 10 min CitiBanamex,2954577,Lazaro Alejandro,Unknown,Miguel Hidalgo,19.42641,-99.22591,Private room,1779.0,1.0,5.0,14/03/2022,0.14,4.0,222.0,1.0
8,45767104.0,BONITO DEPARTAMENTO NUEVO  LOMAS DE  TECAMACHALCO,371036285,Luis,Unknown,Miguel Hidalgo,19.41947,-99.24063,Private room,500.0,7.0,0.0,No_reviews,0.0,1.0,365.0,0.0
9,832805.0,ROOMS CASA INDIGO WITH TERRACE AT CITY CENTER,3777702,Abraham,Unknown,CuauhtÃ©moc,19.44262,-99.14566,Private room,444.0,1.0,125.0,26/01/2022,1.08,6.0,288.0,2.0
10,28466997.0,Casa de LulÃº,214885342,LulÃº,Unknown,Cuajimalpa de Morelos,19.39683,-99.27678,Private room,1000.0,1.0,2.0,02/12/2021,0.05,1.0,365.0,1.0
12,844818.0,Well located on calm neighborhood,4410326,Fernando,Unknown,Benito JuÃ¡rez,19.38336,-99.18197,Private room,460.0,2.0,8.0,24/11/2019,0.07,1.0,269.0,0.0
18,61792.0,Spacious Clean Quiet room (own bath) in la Condesa,299558,Roberto,Unknown,CuauhtÃ©moc,19.41083,-99.18057,Private room,1212.0,2.0,58.0,15/06/2022,1.03,1.0,159.0,6.0
29,131610.0,MARIA DEL ALMA,647454,Fernando,Unknown,CoyoacÃ¡n,19.35416,-99.16488,Private room,1379.0,1.0,0.0,No_reviews,0.0,3.0,88.0,0.0
34,171109.0,Cool room near WTC and Metrobus,816295,Carlos,Unknown,Benito JuÃ¡rez,19.39675,-99.17581,Private room,306.0,4.0,80.0,15/06/2022,0.79,2.0,361.0,7.0
37,1007174.0,Private en suite in City house,5540061,Julian,Unknown,CuauhtÃ©moc,19.43817,-99.15466,Private room,811.0,3.0,9.0,01/10/2017,0.08,1.0,364.0,0.0
38,2088218.0,Private rooms near old Coyoacan center,10659485,CÃ©cile,Unknown,CoyoacÃ¡n,19.34022,-99.15306,Private room,375.0,2.0,5.0,15/05/2018,0.05,1.0,261.0,0.0
39,2093036.0,Departamento 2 dormitorios x Antara,3083561,Federico,Unknown,Miguel Hidalgo,19.44178,-99.20202,Private room,3130.0,1.0,0.0,No_reviews,0.0,1.0,365.0,0.0
47,1013504.0,"OASIS IN COYOACAN, SHARED HOUSE",1664327,Edoardo,Unknown,CoyoacÃ¡n,19.34034,-99.18345,Private room,284.0,2.0,47.0,15/02/2021,0.45,2.0,331.0,0.0
51,1051636.0,Chilango chic: room in cozy apartment Condesa DF,1809694,Deborah,Unknown,CuauhtÃ©moc,19.40592,-99.1691,Private room,788.0,2.0,27.0,21/04/2022,0.25,1.0,325.0,4.0
54,1066945.0,"Villa Alfonsina, Heart of Coyoacan",5870021,HÃ©ctor,Unknown,CoyoacÃ¡n,19.35445,-99.16251,Private room,1200.0,1.0,144.0,14/02/2022,1.37,5.0,356.0,1.0
55,2127400.0,Stay like a local in Roma Norte,350668,Blair,Unknown,CuauhtÃ©moc,19.4191,-99.15904,Private room,1716.0,2.0,157.0,07/03/2022,1.53,1.0,172.0,2.0
56,1087636.0,Apartment at south of Mexico city,5975456,Pamela,Unknown,CoyoacÃ¡n,19.30523,-99.18356,Private room,450.0,1.0,28.0,10/06/2022,0.3,1.0,359.0,2.0
60,1107979.0,Bedroom for rent,6083480,Juan Carlos,Unknown,Iztapalapa,19.32227,-99.09046,Private room,277.0,1.0,1.0,25/02/2017,0.02,1.0,365.0,0.0
61,252618.0,"""Chavela"" Private & Furnished Room",1326107,Jacqueline,Unknown,CuauhtÃ©moc,19.41472,-99.15602,Private room,524.0,5.0,18.0,05/03/2022,0.14,4.0,144.0,2.0
64,1135302.0,"Location & security, double bedroom apartment",6203086,Jose,Unknown,Benito JuÃ¡rez,19.36613,-99.17831,Private room,450.0,2.0,9.0,25/12/2021,0.12,4.0,324.0,2.0
68,1167552.0,"Cuarto Amplio con Estudio, Roma DF.",6393641,JosÃ©,Unknown,CuauhtÃ©moc,19.41317,-99.15735,Private room,747.0,3.0,119.0,30/05/2022,1.08,1.0,81.0,13.0
70,1170780.0,"Renew Room, near to Condesa",6409883,Pato,Unknown,Benito JuÃ¡rez,19.39129,-99.1888,Private room,426.0,3.0,17.0,28/04/2019,0.17,2.0,171.0,0.0
74,1211383.0,Room & bathroom in great house!,212109,Trisha,Unknown,CoyoacÃ¡n,19.355,-99.16181,Private room,1014.0,5.0,21.0,04/04/2022,0.2,3.0,161.0,1.0
77,291804.0,A nice room with great location,1511568,Luis Ernesto,Unknown,Benito JuÃ¡rez,19.36305,-99.15412,Private room,608.0,2.0,0.0,No_reviews,0.0,1.0,365.0,0.0
84,2284377.0,Comfy room in polanco,11668406,Plinio,Unknown,Miguel Hidalgo,19.436834,-99.207855,Private room,629.0,15.0,16.0,05/03/2022,0.16,1.0,267.0,3.0
87,325812.0,"Confortable private room, downtown Mexico City.",1666388,Angeles (Anjali),Unknown,CuauhtÃ©moc,19.43319,-99.14665,Private room,505.0,4.0,107.0,19/09/2020,1.05,1.0,179.0,0.0
88,1309198.0,Â¡ Hermosa habitaciÃ³n en la Ciudad de MÃ©xico !,7116734,Mafer,Unknown,CoyoacÃ¡n,19.34356,-99.1286,Private room,350.0,3.0,1.0,10/08/2018,0.02,5.0,0.0,0.0
89,326296.0,WONDERFUL ROOM IN COYOACAN HOUSE,1664327,Edoardo,Unknown,CoyoacÃ¡n,19.34034,-99.18345,Private room,348.0,2.0,193.0,27/01/2021,1.7,2.0,279.0,0.0
92,2297850.0,GREAT PLACE TO STAY @ POLANCO MEX,11736749,Francisco,Unknown,Miguel Hidalgo,19.42887,-99.17651,Private room,699.0,5.0,221.0,12/06/2022,2.17,4.0,355.0,7.0
95,1324525.0,Comfortable stay at sunny flat,7189850,Monica,Unknown,Benito JuÃ¡rez,19.38366,-99.16569,Private room,500.0,1.0,3.0,24/12/2015,0.03,1.0,355.0,0.0
96,329776.0,HabitaciÃ³n Verde.,1683373,Miguel,Unknown,Tlalpan,19.2751,-99.17757,Private room,303.0,2.0,16.0,25/12/2021,0.27,5.0,0.0,1.0
98,2345760.0,Room for rent in Mexico City,11979276,(Email hidden by Airbnb),Unknown,Miguel Hidalgo,19.39969,-99.17173,Private room,500.0,3.0,0.0,No_reviews,0.0,1.0,365.0,0.0
99,1344188.0,WTC Panoramic Penthouse room w/own bath,7271395,Miguel Angel,Unknown,Benito JuÃ¡rez,19.39219,-99.17705,Private room,532.0,3.0,215.0,18/06/2022,2.07,1.0,49.0,2.0
100,2350051.0,GREAT LOCATED PRV8 ROOM!!,12000140,Paco&Luis,Unknown,Benito JuÃ¡rez,19.37252,-99.14269,Private room,608.0,2.0,13.0,19/11/2018,0.14,3.0,364.0,0.0
101,331030.0,Rento recÃ¡mara en CoyoacÃ¡n centro,1688597,Emma,Unknown,CoyoacÃ¡n,19.34549,-99.15872,Private room,1300.0,2.0,0.0,No_reviews,0.0,1.0,363.0,0.0
103,1363110.0,"Hermosa recÃ¡mara, cerca La Condesa",6409883,Pato,Unknown,Benito JuÃ¡rez,19.39165,-99.18885,Private room,426.0,3.0,26.0,12/11/2018,0.24,2.0,171.0,0.0
104,350079.0,beautiful furnished room Rome area,1773936,Elizabeth,Unknown,CuauhtÃ©moc,19.40639,-99.16686,Private room,1111.0,5.0,0.0,No_reviews,0.0,1.0,365.0,0.0
105,2373420.0,Cultural area of Mexico City,11928644,Omar  JosuÃ©,Unknown,CoyoacÃ¡n,19.30729,-99.16962,Private room,380.0,7.0,12.0,12/06/2022,0.14,1.0,355.0,3.0
106,1369572.0,"Cozy, chic & peaceful  apartment.",7427682,Julia,Unknown,Benito JuÃ¡rez,19.38148,-99.18216,Private room,600.0,3.0,0.0,No_reviews,0.0,1.0,364.0,0.0
107,357324.0,RecÃ¡mara luminosa y jardÃ­n,1808252,Sara,Unknown,Miguel Hidalgo,19.40237,-99.24315,Private room,2028.0,1.0,0.0,No_reviews,0.0,1.0,365.0,0.0
110,1380783.0,Chic Room in Luxury Polanco,7477163,Rodrigo,Unknown,Miguel Hidalgo,19.42903,-99.19238,Private room,2524.0,2.0,116.0,29/05/2019,1.12,1.0,365.0,0.0
114,2406485.0,En el corazÃ³n de la escandÃ³n,9931809,Karina,Unknown,Miguel Hidalgo,19.40103,-99.17618,Private room,450.0,2.0,46.0,07/05/2022,0.46,1.0,365.0,6.0
115,373792.0,"Great Accommodation in Condesa , modern , secure",1821523,Jorge,Unknown,CuauhtÃ©moc,19.41277,-99.17546,Private room,909.0,2.0,13.0,05/11/2021,0.11,1.0,365.0,1.0
116,1403168.0,HabitaciÃ³n disponible,7569372,Paola,Unknown,Miguel Hidalgo,19.40288,-99.17884,Private room,608.0,2.0,1.0,26/02/2020,0.04,1.0,365.0,0.0
117,375032.0,DISTRITO CONDESA B&B  ENTIRE HOUSE / OR BY ROOM,1886913,Distrito Condesa,Unknown,CuauhtÃ©moc,19.4075,-99.17561,Private room,13500.0,1.0,51.0,09/05/2022,0.42,10.0,363.0,5.0
119,1403218.0,HOUSE INDIGO IN THE CEN. OF MEX CITY,3777702,Abraham,Unknown,CuauhtÃ©moc,19.44324,-99.14649,Private room,2827.0,1.0,162.0,11/01/2021,1.54,6.0,284.0,0.0
121,382712.0,SALUDOS MI NOMBRE ES FERNANDO,1918084,Fernando,Unknown,Miguel Hidalgo,19.45684,-99.17179,Private room,700.0,1.0,0.0,No_reviews,0.0,1.0,365.0,0.0
124,419110.0,Comfy clean RoÃ¸m @Cozy apartment,2084312,Sara,Unknown,CuauhtÃ©moc,19.41017,-99.17886,Private room,666.0,3.0,53.0,04/11/2019,0.73,1.0,88.0,0.0
129,454077.0,Explore the City's Historic Center,2256144,Fernanda,Unknown,CuauhtÃ©moc,19.42454,-99.13845,Private room,507.0,1.0,2.0,16/09/2017,0.02,1.0,365.0,0.0
131,1429120.0,Great location & security single bedroom Apartment,6203086,Jose,Unknown,Benito JuÃ¡rez,19.36926,-99.1804,Private room,305.0,2.0,26.0,16/06/2022,0.25,4.0,359.0,4.0
135,2506525.0,"casa en el sur, zona coyoacan",12829914,Maluz,Unknown,CoyoacÃ¡n,19.31669,-99.16917,Private room,208.0,1.0,48.0,02/05/2022,0.49,1.0,191.0,2.0
136,456242.0,Nice and cozy room with terrace!!!!,1767559,Anna,Unknown,La Magdalena Contreras,19.33036,-99.21737,Private room,811.0,3.0,2.0,08/07/2015,0.02,2.0,293.0,0.0
138,2516668.0,Room in new apartment of 1250ftÂ²,3729922,Pedro,Unknown,Benito JuÃ¡rez,19.39507,-99.15226,Private room,350.0,30.0,0.0,No_reviews,0.0,1.0,365.0,0.0
140,2519535.0,"Villa MarÃ­a, Heart of Coyoacan",5870021,HÃ©ctor,Unknown,CoyoacÃ¡n,19.35418,-99.16338,Private room,1200.0,1.0,64.0,18/04/2022,0.64,5.0,352.0,1.0
142,1476127.0,HabitaciÃ³n  Frida - cocina y balcÃ³n  compartido,7900007,Lety Y Richard,Unknown,Benito JuÃ¡rez,19.38021,-99.16878,Private room,799.0,1.0,186.0,04/06/2022,1.74,2.0,358.0,21.0
143,2521698.0,Art Deco in Condesa King,12910391,Alejandro,Unknown,CuauhtÃ©moc,19.41356,-99.17586,Private room,1414.0,2.0,95.0,07/06/2022,1.08,3.0,282.0,19.0
146,1483664.0,Short/Long Term near Coyoacan&Cntr Nat delas Artes,6373011,La Casita DF,Unknown,Iztapalapa,19.35796,-99.12219,Private room,608.0,30.0,3.0,29/10/2018,0.06,2.0,365.0,0.0
147,491412.0,Luxury Room for rent in Santa Fe area MÃ©xico City,2428947,Esther,Unknown,Miguel Hidalgo,19.38875,-99.24067,Private room,1143.0,7.0,0.0,No_reviews,0.0,1.0,88.0,0.0
158,2546210.0,Two rooms in Narvarte apartment,13036898,Luis,Unknown,Benito JuÃ¡rez,19.39561,-99.15013,Private room,250.0,5.0,3.0,01/08/2014,0.03,1.0,356.0,0.0
159,1656382.0,HabitaciÃ³n individual c baÃ±o propio,796221,Karla,Unknown,CuauhtÃ©moc,19.41095,-99.18215,Private room,1292.0,1.0,0.0,No_reviews,0.0,1.0,365.0,0.0
161,517503.0,Nice big room near airport,2547499,Irma,Unknown,Venustiano Carranza,19.43784,-99.07903,Private room,550.0,1.0,198.0,02/06/2022,3.86,3.0,325.0,37.0
163,521867.0,Beautiful  bedroom in Mexico City near Sta Fe,2566613,Flor,Unknown,Ãlvaro ObregÃ³n,19.38552,-99.22276,Private room,507.0,2.0,0.0,No_reviews,0.0,1.0,87.0,0.0
166,2608105.0,HabitaciÃ³n y estudio con TV,10633036,Marcela,Unknown,Miguel Hidalgo,19.40953,-99.18697,Private room,639.0,2.0,16.0,01/03/2020,0.19,1.0,54.0,0.0
168,2643099.0,Charming room Center Coyoacan FRIDA,13530256,Pilar,Unknown,CoyoacÃ¡n,19.33753,-99.15454,Private room,507.0,2.0,38.0,29/05/2022,0.39,2.0,364.0,1.0
170,1727725.0,"Descansa en la suite del geÃ³grafo, San Angel CDMX",2518152,Martha Y Pancho,Unknown,Ãlvaro ObregÃ³n,19.34923,-99.19307,Private room,2200.0,1.0,31.0,17/11/2019,0.3,7.0,365.0,0.0
173,544105.0,"Nuevo Polanco, increÃ­ble ubicaciÃ³n! (Hab Priv)",2674950,Elizabeth,Unknown,Miguel Hidalgo,19.4419,-99.20079,Private room,900.0,2.0,36.0,19/06/2022,0.6,1.0,73.0,10.0
174,2691955.0,Master bedroom  big apartment Condesa MÃ©xico City,13776595,RaÃºl,Unknown,CuauhtÃ©moc,19.40759,-99.17253,Private room,920.0,14.0,77.0,05/10/2017,0.77,3.0,347.0,0.0
175,2702917.0,A small independent space,13833034,Gabriele,Unknown,Miguel Hidalgo,19.41633,-99.18026,Private room,540.0,5.0,10.0,02/06/2020,0.1,1.0,172.0,0.0
178,567176.0,Un descanso en CDMX,2336127,Ana Karen,Unknown,CuauhtÃ©moc,19.45595,-99.15944,Private room,250.0,7.0,24.0,18/01/2020,0.29,1.0,362.0,0.0
181,579534.0,"""Frida"" beautiful Private Room",1326107,Jacqueline,Unknown,CuauhtÃ©moc,19.41269,-99.15512,Private room,550.0,5.0,13.0,30/04/2022,0.12,4.0,285.0,5.0
182,2729425.0,"Bright, quiet, clean, centric, garden view",12581631,Pablo,Unknown,Benito JuÃ¡rez,19.39551,-99.17676,Private room,220.0,15.0,2.0,18/12/2021,0.03,8.0,0.0,1.0
188,607833.0,Apartment close to the BasÃ­lica.,1849414,Omar,Unknown,Gustavo A. Madero,19.48321,-99.11241,Private room,406.0,3.0,6.0,01/06/2016,0.06,1.0,87.0,0.0
190,2730883.0,Sunny room + balcony in classic house,12581631,Pablo,Unknown,Benito JuÃ¡rez,19.39567,-99.17694,Private room,246.0,28.0,14.0,02/04/2020,0.2,8.0,144.0,0.0
191,2745912.0,Estudio  con baÃ±o privado. Entrada Independiente,14047971,Mari Carmen,Unknown,Benito JuÃ¡rez,19.37496,-99.17334,Private room,325.0,2.0,44.0,15/06/2022,0.65,1.0,142.0,14.0
197,2789086.0,Cuarto en la JuÃ¡rez,14266395,Lucas,Unknown,CuauhtÃ©moc,19.42793,-99.15546,Private room,650.0,3.0,0.0,No_reviews,0.0,1.0,365.0,0.0
198,1919273.0,"Bonito, roma norte, ubicadÃ­simo",9949877,Dalia,Unknown,CuauhtÃ©moc,19.42048,-99.16697,Private room,450.0,2.0,80.0,05/04/2022,0.8,2.0,259.0,4.0
201,1919310.0,"Great location, nice apartment",9949877,Dalia,Unknown,CuauhtÃ©moc,19.42242,-99.16823,Private room,350.0,2.0,142.0,20/12/2021,1.37,2.0,182.0,2.0
206,1920070.0,Mountain Oasis surrender by trees,9953466,Gabriela,Unknown,Tlalpan,19.24444,-99.17044,Private room,417.0,1.0,3.0,27/10/2019,0.05,1.0,365.0,0.0
209,1925256.0,"CÃ³modo Estudio del ArqueÃ³logo, San Angel CDMX",2518152,Martha Y Pancho,Unknown,Ãlvaro ObregÃ³n,19.34943,-99.19427,Private room,1800.0,1.0,36.0,22/09/2019,0.36,7.0,365.0,0.0
211,2848002.0,"Villa Patricia, Heart of Coyoacan",5870021,HÃ©ctor,Unknown,CoyoacÃ¡n,19.35445,-99.16251,Private room,1300.0,1.0,24.0,18/02/2019,0.25,5.0,171.0,0.0
212,2848113.0,"Villa Conchita, Heart of Coyoacan",5870021,HÃ©ctor,Unknown,CoyoacÃ¡n,19.35472,-99.16258,Private room,1300.0,1.0,53.0,20/01/2020,0.54,5.0,313.0,0.0
213,1945351.0,"Private room. Near COLMEX, UPN, FLACSO",340030,Griselda,Unknown,Tlalpan,19.28356,-99.21837,Private room,608.0,3.0,2.0,26/01/2018,0.04,3.0,365.0,0.0
214,2863598.0,"Cozy, sunny room. Located in the heart of CDMX",13793390,Mario,Unknown,Benito JuÃ¡rez,19.39213,-99.17207,Private room,344.0,2.0,10.0,17/06/2022,5.08,1.0,274.0,10.0
215,654040.0,Private room in nice apartment,3289927,Yaotl,Unknown,Miguel Hidalgo,19.44232,-99.18332,Private room,588.0,3.0,1.0,03/08/2016,0.01,2.0,365.0,0.0
217,654106.0,1 private room in a nice apartment,3289927,Yaotl,Unknown,Miguel Hidalgo,19.44216,-99.18382,Private room,588.0,5.0,1.0,21/12/2013,0.01,2.0,365.0,0.0
218,2865649.0,Unknown,13546932,Jorge,Unknown,Miguel Hidalgo,19.43229,-99.19026,Private room,1615.0,1.0,0.0,No_reviews,0.0,1.0,365.0,0.0
220,2867671.0,Mex Suites Casa AzÃºl B&B,14659220,Mauricio,Unknown,Benito JuÃ¡rez,19.37748,-99.18156,Private room,1318.0,2.0,5.0,18/12/2021,0.05,1.0,363.0,1.0
224,2030859.0,MASTER ROOM IN THE GREAT HOUSE,790208,Maria Jose,Unknown,Miguel Hidalgo,19.40692,-99.18831,Private room,927.0,2.0,50.0,14/08/2017,0.49,6.0,99.0,0.0
230,2051799.0,Linda HabitaciÃ³n amueblada en Ciudad de MÃ©xico,10514639,Jose Luis,Unknown,Benito JuÃ¡rez,19.37159,-99.1586,Private room,300.0,1.0,7.0,18/06/2022,2.8,1.0,364.0,7.0
232,2918765.0,Cuarto en Lomas Virreyes con vista a Chapultepec,14905408,Martin,Unknown,Miguel Hidalgo,19.42297,-99.20626,Private room,910.0,10.0,13.0,15/05/2022,0.38,1.0,355.0,2.0
244,760912.0,"Stylish bachelor pad in La Roma, DF",3817743,Max,Unknown,CuauhtÃ©moc,19.40891,-99.16083,Private room,808.0,1.0,5.0,30/01/2016,0.04,1.0,364.0,0.0
250,783080.0,Nice quiet room in a lovely house!!,1767559,Anna,Unknown,La Magdalena Contreras,19.33009,-99.21418,Private room,608.0,1.0,1.0,26/06/2015,0.01,2.0,365.0,0.0
252,783480.0,"Area Sta.Fe,IberoABC Hospital Rooms",4129056,Janet,Unknown,Cuajimalpa de Morelos,19.35379,-99.28459,Private room,500.0,2.0,27.0,30/11/2019,0.27,2.0,362.0,0.0
256,796477.0,Classic but Modern Apartment in Condesa,4195771,Jair,Unknown,CuauhtÃ©moc,19.41824,-99.1756,Private room,606.0,3.0,144.0,18/05/2022,1.58,1.0,295.0,4.0
268,4423115.0,Great apartent in the hearth of the city,18012220,Eduardo,Unknown,CuauhtÃ©moc,19.42587,-99.15385,Private room,505.0,2.0,103.0,01/03/2020,1.24,1.0,160.0,0.0
269,3468307.0,HABITACIÃN CENTRICA,16297760,Dorian,Unknown,CuauhtÃ©moc,19.417,-99.15975,Private room,565.0,1.0,3.0,03/12/2015,0.03,1.0,364.0,0.0
270,4430765.0,Cozy room in great area,17527001,Andrea,Unknown,CoyoacÃ¡n,19.35226,-99.16233,Private room,400.0,28.0,23.0,12/04/2017,0.25,5.0,293.0,0.0
275,3490114.0,Cuarto en renta,17575648,Josue,Unknown,CuauhtÃ©moc,19.40924,-99.16619,Private room,4039.0,1.0,0.0,No_reviews,0.0,1.0,365.0,0.0
277,3506037.0,SUITES BOSQUES MEDICA SUR,17650235,Chelita,Unknown,CoyoacÃ¡n,19.29966,-99.15624,Private room,533.0,1.0,0.0,No_reviews,0.0,3.0,365.0,0.0
282,4469994.0,Habitacion Privada en la Condesa,23169081,Emma,Unknown,CuauhtÃ©moc,19.40662,-99.17301,Private room,1615.0,1.0,0.0,No_reviews,0.0,1.0,365.0,0.0
285,3193444.0,"HabitaciÃ³n bien iluminada, espaciosa y cÃ©ntrica.",728201,Pilar,Unknown,Benito JuÃ¡rez,19.39284,-99.16858,Private room,350.0,15.0,0.0,No_reviews,0.0,1.0,325.0,0.0
291,5318552.0,Confortable habitacion en Coyoacan,27551937,Teresita,Unknown,CoyoacÃ¡n,19.35744,-99.15411,Private room,420.0,1.0,3.0,24/02/2019,0.04,1.0,363.0,0.0
293,5345394.0,I lend to you my flat for days:),27701200,Luis,Unknown,Iztacalco,19.39981,-99.09551,Private room,505.0,30.0,211.0,13/03/2020,2.37,1.0,180.0,0.0
294,3624106.0,GREAT VIWE WITH GREAT PEOPLE,18259367,Hector,Unknown,Miguel Hidalgo,19.41239,-99.18398,Private room,700.0,1.0,23.0,25/03/2022,0.25,4.0,365.0,1.0
299,4509191.0,Deluxe room at heart of Mexico City,19411159,Claudia,Unknown,CuauhtÃ©moc,19.40338,-99.16555,Private room,600.0,2.0,0.0,No_reviews,0.0,3.0,90.0,0.0
301,3645689.0,PRIVATE BEDROOM SANTA FE - CUAJIMALPA,17429596,Paola,Unknown,Cuajimalpa de Morelos,19.36898,-99.29595,Private room,880.0,3.0,1.0,29/07/2017,0.02,2.0,311.0,0.0
304,3679755.0,Awesome Reforma Avenue Apartment,18703154,Alejandro,Unknown,CuauhtÃ©moc,19.43294,-99.15448,Private room,1313.0,1.0,5.0,19/11/2018,0.05,1.0,233.0,0.0
305,4519487.0,Recamara con entrada independiente,6604619,Tania,Unknown,Tlalpan,19.26894,-99.17053,Private room,428.0,6.0,6.0,30/04/2021,0.08,2.0,365.0,0.0
307,3685560.0,nice rooms in nice centric house,18744018,Christian,Unknown,Miguel Hidalgo,19.44358,-99.21206,Private room,1067.0,2.0,0.0,No_reviews,0.0,1.0,180.0,0.0
308,5414029.0,"HabitaciÃ³n en Amsterdam, Mexico City",24419870,Roberto,Unknown,CuauhtÃ©moc,19.413349,-99.170555,Private room,456.0,2.0,95.0,10/06/2022,1.78,1.0,160.0,26.0
309,4530119.0,HabitaciÃ²n privada,23326447,Eugenia,Unknown,Benito JuÃ¡rez,19.39841,-99.13573,Private room,450.0,2.0,0.0,No_reviews,0.0,1.0,365.0,0.0
311,4550512.0,Beautiful Antique/Luxury MEX-House,10993719,Jazmin,Unknown,CoyoacÃ¡n,19.35156,-99.16508,Private room,1286.0,2.0,73.0,22/01/2020,0.79,1.0,354.0,0.0
313,3756112.0,GREAT PLACE AND LOCATION @POLANCO,11736749,Francisco,Unknown,Miguel Hidalgo,19.42867,-99.17647,Private room,714.0,5.0,123.0,11/06/2022,1.34,4.0,334.0,7.0
317,3761074.0,RECAMARA EN BONITA CASA EN CONDOMIN,19236406,Maria Elena,Unknown,Tlalpan,19.29005,-99.13694,Private room,287.0,30.0,0.0,No_reviews,0.0,1.0,365.0,0.0
318,4567682.0,Cuarto Blanco Beautiful prÃ­vate Bedroom with bath,23677448,MarÃ­a Fernanda,Unknown,CuauhtÃ©moc,19.40693,-99.17778,Private room,1200.0,2.0,4.0,27/03/2022,0.1,3.0,339.0,1.0
324,3843070.0,Cozy Studio with terrace in Coyoacan,19806027,JosÃ© Manuel,Unknown,CoyoacÃ¡n,19.3439,-99.16784,Private room,608.0,3.0,25.0,06/05/2022,0.27,2.0,333.0,1.0
328,5557597.0,COZY MODERN ROOM ( Monterrey Room Condesa Haus ),196253,Condesa Haus Bed & Breakfast  CDMX,Unknown,CuauhtÃ©moc,19.40936,-99.17693,Private room,1995.0,1.0,2.0,27/09/2016,0.03,11.0,197.0,0.0
332,4621933.0,Bright and beautiful room Narvarte,1979548,Oscar,Unknown,Benito JuÃ¡rez,19.38266,-99.15167,Private room,550.0,3.0,22.0,09/07/2019,0.25,2.0,363.0,0.0
334,3848018.0,In the heart of La Condesa,2653797,BelÃ©n,Unknown,CuauhtÃ©moc,19.41397,-99.17491,Private room,360.0,1.0,16.0,29/01/2020,0.2,2.0,172.0,0.0
336,5578728.0,HABITACION EN DEPARTAMENTO ANTIGUO,25265625,Newlookimports,Unknown,CuauhtÃ©moc,19.40591,-99.16695,Private room,606.0,1.0,0.0,No_reviews,0.0,1.0,365.0,0.0
339,3869921.0,CercaWTC Roma Polanco StaFe Napoles,19985266,RaÃºl,Unknown,Ãlvaro ObregÃ³n,19.39182,-99.19455,Private room,507.0,1.0,0.0,No_reviews,0.0,1.0,365.0,0.0
340,4642549.0,French Mansion in Coyoacan (Suite Sabines),24017549,Enrique,Unknown,CoyoacÃ¡n,19.34601,-99.16372,Private room,2028.0,1.0,164.0,04/11/2021,1.79,6.0,302.0,4.0
342,5592595.0,TRENDY APARTMENT IN DEL VALLE AREA,28995965,Marilu,Unknown,Benito JuÃ¡rez,19.38688,-99.14789,Private room,690.0,2.0,4.0,21/04/2018,0.05,1.0,365.0,0.0
343,3874727.0,Suite Margrit,20018764,Manuel,Unknown,CoyoacÃ¡n,19.35557365,-99.16584015,Private room,2470.0,1.0,0.0,No_reviews,0.0,3.0,185.0,0.0
345,5601692.0,"1st , Private Room Condesa - Roma",28090452,Fabiola,Unknown,CuauhtÃ©moc,19.41869,-99.17077,Private room,367.0,1.0,320.0,05/06/2022,3.61,11.0,261.0,60.0
346,4668026.0,1 habitaciÃ³n para 1 o 2 personas .,11000963,Oscar,Unknown,Benito JuÃ¡rez,19.39286,-99.18249,Private room,507.0,1.0,0.0,No_reviews,0.0,1.0,365.0,0.0
348,4670591.0,"Apartment in Roma, Mexico City",4075316,SebastiÃ¡n,Unknown,CuauhtÃ©moc,19.41066,-99.16193,Private room,363.0,1.0,314.0,28/04/2022,3.89,2.0,176.0,46.0
351,5620121.0,Cozy room in modern flat in Condesa,13222015,Jose Luis,Unknown,CuauhtÃ©moc,19.41266,-99.17761,Private room,525.0,2.0,3.0,21/11/2018,0.03,1.0,276.0,0.0
353,5632011.0,Unique Room in the Centric Polanco District,29190387,Alejandra,Unknown,Miguel Hidalgo,19.42964,-99.20166,Private room,3854.0,1.0,105.0,09/03/2020,1.26,1.0,57.0,0.0
355,5671067.0,3rd Fl. Private Condesa - Roma,28090452,Fabiola,Unknown,CuauhtÃ©moc,19.41909,-99.17242,Private room,327.0,1.0,317.0,01/06/2022,3.63,11.0,327.0,62.0
357,4720795.0,"Casa de huespedes. 
Bed & Breakfast",24385759,Alfonso Fernando Diaz,Unknown,CuauhtÃ©moc,19.42274,-99.16921,Private room,1111.0,3.0,0.0,No_reviews,0.0,2.0,350.0,0.0
365,4810186.0,"Big iIluminated nice bedroom, La Condesa Mex. City",4330595,Aurore,Unknown,CuauhtÃ©moc,19.40706,-99.17451,Private room,350.0,2.0,9.0,05/06/2022,0.1,1.0,257.0,5.0
372,4832713.0,"Camelia, Mexico City",24877480,Jorge,Unknown,Ãlvaro ObregÃ³n,19.35098,-99.18427,Private room,650.0,3.0,1.0,28/08/2018,0.02,3.0,365.0,0.0
