,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
5678,28987829.0,1 block f/ Zocalo amazing rooftop for 8 (SI 8 ppl),4448934,John,Unknown,CuauhtÃ©moc,19.43646,-99.13123,Hotel room,1639.0,4.0,10.0,28/06/2021,0.23,35.0,350.0,1.0
5701,29009903.0,HabitaciÃ³n Rebeca,218466937,Mariana,Unknown,Benito JuÃ¡rez,19.39599,-99.17262,Hotel room,1900.0,1.0,0.0,No_reviews,0.0,22.0,364.0,0.0
5702,29011582.0,HabitaciÃ³n Fernanda,218466937,Mariana,Unknown,Benito JuÃ¡rez,19.39599,-99.17262,Hotel room,1900.0,1.0,0.0,No_reviews,0.0,22.0,365.0,0.0
5764,29678856.0,El mejor Loft con terraza arbolada privada.,30600030,Daphne,Unknown,Benito JuÃ¡rez,19.40233,-99.14671,Hotel room,1400.0,1.0,8.0,21/07/2021,0.2,16.0,335.0,1.0
5769,29679431.0,Mexico City:Vintage and perfect apartment,30600030,Daphne,Unknown,Benito JuÃ¡rez,19.40233,-99.14671,Hotel room,700.0,1.0,2.0,12/06/2022,0.52,16.0,361.0,2.0
5771,29679647.0,El mejor concepto de alojamiento en CD de Mx,30600030,Daphne,Unknown,Benito JuÃ¡rez,19.40233,-99.14671,Hotel room,700.0,2.0,1.0,15/04/2020,0.04,16.0,361.0,0.0
5777,29679902.0,OM686 la mejor opciÃ³n de hospedaje en CDMX,30600030,Daphne,Unknown,Benito JuÃ¡rez,19.40233,-99.14671,Hotel room,700.0,1.0,2.0,12/06/2022,0.11,16.0,361.0,1.0
5902,29574790.0,Casa MÃ©xico 4,36166922,Alejandra,Unknown,CuauhtÃ©moc,19.41092,-99.16882,Hotel room,1569.0,2.0,102.0,16/06/2022,2.29,19.0,188.0,39.0
6282,31054539.0,HabitaciÃ³n en la HipÃ³dromo Condesa,78456925,Joaquin,Unknown,CuauhtÃ©moc,19.40307,-99.1705,Hotel room,294.0,3.0,124.0,13/06/2022,2.93,4.0,276.0,41.0
6306,31307371.0,Hab. VALLARTA,234325486,Rch,Unknown,Miguel Hidalgo,19.45618,-99.17889,Hotel room,600.0,1.0,5.0,28/04/2022,0.13,12.0,180.0,1.0
6311,31307837.0,Hab. CANCUN,234325486,Rch,Unknown,Miguel Hidalgo,19.45618,-99.17889,Hotel room,500.0,1.0,1.0,17/02/2022,0.24,12.0,180.0,1.0
6320,31311837.0,ACAPULCO,234325486,Rch,Unknown,Miguel Hidalgo,19.45618,-99.17889,Hotel room,600.0,1.0,7.0,27/03/2022,0.17,12.0,180.0,2.0
6322,31312409.0,Hab. TAJIN,234325486,Rch,Unknown,Miguel Hidalgo,19.45618,-99.17889,Hotel room,600.0,1.0,6.0,30/11/2019,0.14,12.0,180.0,0.0
6323,31312417.0,COZUMEL,234325486,Rch,Unknown,Miguel Hidalgo,19.45618,-99.17889,Hotel room,600.0,1.0,6.0,07/11/2021,0.16,12.0,179.0,1.0
6324,31314962.0,LOS CABOS,234325486,Rch,Unknown,Miguel Hidalgo,19.45702,-99.17842,Hotel room,400.0,1.0,3.0,03/04/2022,0.1,12.0,180.0,2.0
6326,31315138.0,CUETZALAN,234325486,Rch,Unknown,Miguel Hidalgo,19.45618,-99.17889,Hotel room,400.0,1.0,3.0,21/03/2022,0.4,12.0,183.0,3.0
6327,31315549.0,HAB. UXMAL,234325486,Rch,Unknown,Miguel Hidalgo,19.45618,-99.17889,Hotel room,400.0,1.0,10.0,04/06/2022,1.28,12.0,175.0,10.0
6328,31315704.0,HAB. TULUM,234325486,Rch,Unknown,Miguel Hidalgo,19.45618,-99.17889,Hotel room,500.0,1.0,1.0,02/11/2019,0.03,12.0,187.0,0.0
6329,31315705.0,CHACAHUA,234325486,Rch,Unknown,Miguel Hidalgo,19.45618,-99.17889,Hotel room,400.0,1.0,2.0,03/11/2019,0.06,12.0,0.0,0.0
6334,31315726.0,HAB. HOLBOX,234325486,Rch,Unknown,Miguel Hidalgo,19.45618,-99.17889,Hotel room,500.0,1.0,2.0,18/04/2022,0.91,12.0,191.0,2.0
6335,31315727.0,PALENQUE,234325486,Rch,Unknown,Miguel Hidalgo,19.45618,-99.17889,Hotel room,400.0,1.0,13.0,23/02/2022,0.32,12.0,175.0,4.0
6372,31468145.0,HABITACION IXTAPA,231841797,Victor Miguel,Unknown,Miguel Hidalgo,19.42512,-99.22236,Hotel room,400.0,1.0,32.0,17/06/2022,1.13,7.0,362.0,26.0
6463,31557538.0,Jtowers Hotel Boutique,236528381,JTowers,Unknown,Benito JuÃ¡rez,19.39385,-99.17739,Hotel room,2000.0,1.0,2.0,30/10/2021,0.06,4.0,361.0,1.0
6467,31410452.0,CONDESA SUITES,198685892,Lorena,Unknown,CuauhtÃ©moc,19.41741,-99.1749,Hotel room,1116.0,1.0,97.0,19/06/2022,2.32,3.0,165.0,65.0
6597,32010326.0,Brand new and modern loft with great location!,239812412,Tere Erandine,Unknown,Benito JuÃ¡rez,19.36973,-99.18815,Hotel room,1190.0,1.0,1.0,28/02/2019,0.02,5.0,309.0,0.0
6708,32105928.0,Loft in CoyoacÃ¡n very close to Frida Kahlo Museum,69008113,CristiÃ¡n,Unknown,CoyoacÃ¡n,19.34856,-99.16461,Hotel room,2100.0,1.0,21.0,14/06/2022,0.53,6.0,293.0,10.0
6799,32343685.0,MUMEDI Design Hotel - Design Suite 1,25246983,Diana,Unknown,CuauhtÃ©moc,19.43333,-99.13457,Hotel room,3390.0,1.0,7.0,24/01/2022,0.32,7.0,329.0,5.0
6809,32356379.0,Master Suite World Trade Center / Pepsi Center,236528381,JTowers,Unknown,Benito JuÃ¡rez,19.39404,-99.17642,Hotel room,2400.0,1.0,1.0,06/09/2020,0.05,4.0,360.0,0.0
6819,32356565.0,Suite Ejecutiva Con Cama Queen World Trade Center / Pepsi Center,236528381,JTowers,Unknown,Benito JuÃ¡rez,19.39374,-99.17624,Hotel room,1770.0,1.0,1.0,21/04/2019,0.03,4.0,360.0,0.0
6820,32356600.0,Suite 2 Camas Individuales World Trade Center / Pepsi Center,236528381,JTowers,Unknown,Benito JuÃ¡rez,19.39195,-99.17586,Hotel room,1770.0,1.0,0.0,No_reviews,0.0,4.0,360.0,0.0
6824,32835685.0,"CoyoacÃ¡n MX UNAM, museos FRIDA KALO y DIEGO RIVERA",247011381,Jorge Enrique,Unknown,CoyoacÃ¡n,19.33961,-99.14962,Hotel room,200.0,2.0,19.0,19/06/2022,0.56,1.0,353.0,13.0
6833,32842972.0,Central and Economic Shared Room,244321663,Isaac,Unknown,CuauhtÃ©moc,19.43965,-99.14448,Hotel room,279.0,1.0,17.0,03/11/2021,0.43,21.0,362.0,1.0
6834,32843504.0,Economy Shared Room 5 min Bellas Artes,244321663,Isaac,Unknown,CuauhtÃ©moc,19.44077,-99.14593,Hotel room,289.0,1.0,62.0,23/05/2022,1.55,21.0,360.0,46.0
6838,32843672.0,Super Economic and Central Hostel in CDMX,244321663,Isaac,Unknown,CuauhtÃ©moc,19.44062,-99.14394,Hotel room,279.0,1.0,47.0,13/03/2022,1.18,21.0,361.0,7.0
6840,32843914.0,Shared Room Near Alameda Central,244321663,Isaac,Unknown,CuauhtÃ©moc,19.4395,-99.14378,Hotel room,292.0,1.0,33.0,17/04/2022,0.83,21.0,360.0,14.0
6848,32844871.0,Super Economic Shared Room in CDMX,244321663,Isaac,Unknown,CuauhtÃ©moc,19.44028,-99.14596,Hotel room,280.0,1.0,6.0,21/03/2022,0.15,21.0,361.0,1.0
6849,32845239.0,Central Male Only Shared Room,244321663,Isaac,Unknown,CuauhtÃ©moc,19.44114,-99.14458,Hotel room,281.0,1.0,65.0,07/05/2022,1.64,21.0,362.0,10.0
6898,32526275.0,Residencial el Bosque,207172370,Susana,Unknown,Tlalpan,19.2777,-99.20498,Hotel room,500.0,3.0,42.0,22/04/2022,1.13,1.0,162.0,12.0
6902,32527606.0,Apartment in Reforma w/pool and hotel services,370029802,Val,Unknown,CuauhtÃ©moc,19.42429,-99.17142,Hotel room,1994.0,1.0,3.0,14/02/2021,0.12,17.0,357.0,0.0
7015,33098438.0,Novisimo,82141883,Sergio,Unknown,Benito JuÃ¡rez,19.39733,-99.16572,Hotel room,1000.0,30.0,0.0,No_reviews,0.0,1.0,87.0,0.0
7089,33366224.0,Brand new and modern loft with great location!,239812412,Tere Erandine,Unknown,Benito JuÃ¡rez,19.37099,-99.18776,Hotel room,880.0,1.0,1.0,21/07/2019,0.03,5.0,0.0,0.0
7090,33366824.0,Brand new and modern loft with great location!,239812412,Tere Erandine,Unknown,Benito JuÃ¡rez,19.37123,-99.18814,Hotel room,790.0,1.0,4.0,07/12/2019,0.11,5.0,171.0,0.0
7096,33367267.0,Brand new and modern loft with great location!,239812412,Tere Erandine,Unknown,Benito JuÃ¡rez,19.37109,-99.18977,Hotel room,890.0,1.0,2.0,15/05/2022,0.06,5.0,0.0,1.0
7109,33370974.0,The cheapest and friendliest hostel in CDMX,244321663,Isaac,Unknown,CuauhtÃ©moc,19.44056,-99.14384,Hotel room,251.0,1.0,39.0,07/06/2022,1.0,21.0,360.0,19.0
7183,33246931.0,APTO. 2 RECS. CERCA DE EJERCITO NACIONAL POLANCO,67744437,Maria Adela,Unknown,Miguel Hidalgo,19.43606,-99.19521,Hotel room,1200.0,3.0,0.0,No_reviews,0.0,7.0,0.0,0.0
7185,33612766.0,Hostel La Selva,196701635,Javier,Unknown,CuauhtÃ©moc,19.40741,-99.13596,Hotel room,264.0,1.0,1.0,01/03/2020,0.04,5.0,179.0,0.0
7225,33644111.0,Roma Spot: Chill place at hip neighborhood,252901192,Roma Spot,Unknown,CuauhtÃ©moc,19.41425,-99.16339,Hotel room,8077.0,10.0,0.0,No_reviews,0.0,6.0,269.0,0.0
7317,33720782.0,HabitaciÃ³n de lujo en casa de los 40Â´s,46981156,Jimena,Unknown,Miguel Hidalgo,19.41337,-99.18208,Hotel room,950.0,2.0,9.0,01/05/2022,0.25,5.0,334.0,5.0
7349,34305556.0,HabitaciÃ³n estÃ¡ndar-para parejas  Portal San Ãngel,110805631,Diana,Unknown,Ãlvaro ObregÃ³n,19.36207,-99.18787,Hotel room,1099.0,1.0,0.0,No_reviews,0.0,15.0,365.0,0.0
7390,34368867.0,CAMA EN DORMITORIO MIXTO HOSTEL & HOTEL LA SELVA,196701635,Javier,Unknown,CuauhtÃ©moc,19.411,-99.13267,Hotel room,250.0,1.0,2.0,27/02/2020,0.06,5.0,85.0,0.0
7395,34368892.0,Hostel La Selva,196701635,Javier,Unknown,CuauhtÃ©moc,19.40991,-99.13501,Hotel room,250.0,1.0,0.0,No_reviews,0.0,5.0,179.0,0.0
7396,34368906.0,Hostel La Selva,196701635,Javier,Unknown,CuauhtÃ©moc,19.40959,-99.13478,Hotel room,250.0,1.0,2.0,21/03/2022,0.27,5.0,180.0,2.0
7397,34368926.0,Hostel La Selva,196701635,Javier,Unknown,CuauhtÃ©moc,19.4099,-99.13487,Hotel room,250.0,1.0,2.0,22/12/2019,0.06,5.0,180.0,0.0
7445,34393821.0,Hermosa habitaciÃ³n al sur de la ciudad de MÃ©xico,158491530,Ana Patricia,Unknown,CoyoacÃ¡n,19.35653,-99.13197,Hotel room,350.0,2.0,0.0,No_reviews,0.0,1.0,90.0,0.0
7446,34180504.0,"Master suite free breakfast, jacuzzi & terrace",258062841,Punto,Unknown,CuauhtÃ©moc,19.42951,-99.13864,Hotel room,2144.0,1.0,1.0,25/10/2019,0.03,3.0,292.0,0.0
7450,34411295.0,"HOTEL CASA EMILIA.  
Room No. 1
(Great location)",179833599,Jorge,Unknown,CuauhtÃ©moc,19.43155,-99.16943,Hotel room,3395.0,1.0,40.0,08/03/2020,1.07,6.0,290.0,0.0
7484,34573457.0,Shared room near Bellas Artes,244321663,Isaac,Unknown,CuauhtÃ©moc,19.44331,-99.14511,Hotel room,276.0,1.0,9.0,01/05/2022,0.24,21.0,361.0,1.0
7493,34464509.0,"HabitaciÃ³n en Centro HistÃ³rico,",260159598,City  Centro,Unknown,CuauhtÃ©moc,19.43047,-99.13786,Hotel room,1800.0,1.0,17.0,30/05/2022,0.45,1.0,358.0,11.0
7507,34596040.0,Shared Room 5 min from Bellas Artes,244321663,Isaac,Unknown,CuauhtÃ©moc,19.44258,-99.1431,Hotel room,280.0,1.0,2.0,19/01/2020,0.05,21.0,361.0,0.0
7531,34621455.0,Executive Loft Apartment S3 ( Condesa Haus ),196253,Condesa Haus Bed & Breakfast  CDMX,Unknown,CuauhtÃ©moc,19.41008,-99.17827,Hotel room,2625.0,1.0,0.0,No_reviews,0.0,11.0,214.0,0.0
7535,34527775.0,"Nice, private terrace. ( Playa room Condesa Haus)",196253,Condesa Haus Bed & Breakfast  CDMX,Unknown,CuauhtÃ©moc,19.41081,-99.1781,Hotel room,1995.0,1.0,0.0,No_reviews,0.0,11.0,192.0,0.0
7541,34533458.0,ORIENTAL LUXURY SUITE,260605499,Basic,Unknown,CuauhtÃ©moc,19.43422,-99.16713,Hotel room,2800.0,1.0,0.0,No_reviews,0.0,1.0,179.0,0.0
7543,34535291.0,Nice Kings size room ( Puebla Room Condesa Haus ),196253,Condesa Haus Bed & Breakfast  CDMX,Unknown,CuauhtÃ©moc,19.40958,-99.17637,Hotel room,2152.0,1.0,0.0,No_reviews,0.0,11.0,180.0,0.0
7549,34537451.0,Nice Claw tub room (Porfirio Room Condesa Haus),196253,Condesa Haus Bed & Breakfast  CDMX,Unknown,CuauhtÃ©moc,19.41162,-99.17829,Hotel room,2152.0,1.0,1.0,01/08/2020,0.04,11.0,187.0,0.0
7550,34538170.0,Cozy King Size Room ( Tepito Room Condesa Haus),196253,Condesa Haus Bed & Breakfast  CDMX,Unknown,CuauhtÃ©moc,19.41083,-99.1783,Hotel room,2152.0,1.0,1.0,12/12/2019,0.03,11.0,196.0,0.0
